id,female,age,state
1665,1,68,3
1666,1,60,1
1667,0,65,1
1668,1,69,1
1669,1,59,1
1670,0,59,1
1671,1,53,1
1672,1,61,1
1673,0,62,1
1674,1,61,1
1675,0,63,1
1676,1,60,2
1677,0,66,1
1678,1,69,1
1679,1,61,1
1680,0,69,1
1681,1,61,2
1682,0,70,2
1683,1,65,1
1684,0,77,2
1685,0,63,1
1686,0,68,1
1687,1,63,1
1688,1,61,1
1689,0,62,1
1690,1,58,1
1691,0,62,2
1692,1,66,1
1693,0,65,1
1694,0,60,1
1695,1,58,1
1696,1,61,1
1697,0,59,1
1698,0,59,2
1699,1,57,1
1700,0,66,2
1701,0,64,1
1702,0,61,1
1703,1,60,2
1704,0,68,1
1705,1,65,1
1706,1,68,1
1707,0,62,1
1708,1,62,1
1709,0,56,1
1710,0,61,1
1711,1,63,1
1712,0,61,1
1713,1,56,1
1714,0,61,1
1715,1,59,1
1716,0,62,1
1717,0,65,1
1718,1,61,1
1719,0,59,2
1720,0,59,1
1721,1,61,1
1722,0,71,1
1723,0,64,1
1724,1,60,1
1725,0,67,1
1726,0,61,1
1727,1,59,2
1728,0,58,1
1729,1,57,1
1730,1,66,1
1731,0,73,2
1732,1,66,1
1733,0,72,1
1734,0,66,1
1735,1,66,1
1736,0,67,2
1737,1,70,1
1738,0,59,1
1739,1,54,1
1740,1,60,1
1741,1,66,1
1742,0,68,1
1743,1,67,1
1744,1,62,1
1745,0,63,1
1746,1,61,1
1747,0,61,1
1748,1,61,1
1749,0,63,1
1750,1,62,1
1751,0,66,1
1752,1,61,1
1753,0,60,1
1754,1,57,1
1755,1,64,1
1756,1,59,1
1757,1,64,1
1758,0,59,1
1759,0,61,1
1760,0,64,1
1761,1,59,1
1762,0,67,1
1763,1,61,1
1764,1,64,1
1765,0,56,1
1766,1,59,1
1767,0,59,1
1768,1,66,1
1769,1,59,1
1770,0,66,1
1771,1,62,1
1772,0,62,1
1773,1,62,1
1774,1,59,1
1775,0,66,2
1776,1,65,1
1777,0,66,1
1778,1,66,1
1779,0,70,1
1780,0,61,1
1781,1,59,1
1782,1,68,1
1783,1,64,1
1784,0,68,1
1785,1,68,1
1786,0,82,2
1787,1,63,1
1788,1,62,1
1789,1,58,1
1790,0,63,1
1791,1,64,1
1792,0,56,1
1793,1,55,1
1794,0,58,1
1795,1,60,1
1796,1,65,1
1797,0,86,3
1798,1,66,1
1799,0,69,1
1800,0,63,1
1801,1,69,1
1802,0,66,1
1803,1,59,1
1804,1,68,1
1805,0,63,1
1806,1,57,1
1807,1,59,2
1808,0,64,3
1809,1,60,1
1810,1,61,1
1811,0,68,2
1812,1,67,1
1813,1,61,1
1814,0,58,1
1815,1,55,1
1816,0,60,1
1817,0,59,1
1818,1,57,1
1819,1,66,1
1820,0,69,3
1821,0,65,1
1822,1,63,1
1823,0,70,1
1824,0,64,1
1825,1,62,1
1826,0,59,1
1827,1,55,1
1828,1,61,1
1829,0,61,1
1830,1,64,1
1831,0,68,2
1832,1,70,1
1833,0,60,1
1834,1,61,1
1835,0,62,1
1836,1,72,2
1837,1,67,1
1838,1,74,1
1839,0,63,1
1840,1,64,1
1841,0,69,1
1842,0,59,1
1843,1,59,1
1844,1,60,1
1845,0,62,2
1846,1,60,1
1847,0,66,1
1848,0,60,1
1849,1,60,1
1850,1,64,1
1851,0,70,1
1852,1,58,1
1853,0,59,3
1854,1,64,1
1855,0,67,2
1856,0,61,1
1857,1,58,1
1858,1,63,1
1859,0,69,1
1860,0,68,1
1861,1,61,1
1862,0,63,1
1863,1,63,1
1864,0,65,1
1865,1,64,1
1866,1,64,1
1867,0,70,2
1868,0,60,1
1869,1,61,1
1870,1,68,1
1871,1,60,1
1872,0,59,1
1873,0,56,1
1874,0,67,1
1875,0,70,1
1876,1,66,1
1877,0,64,2
1878,1,61,1
1879,0,66,1
1880,1,63,1
1881,1,69,1
1882,0,68,1
1883,0,66,1
1884,1,66,1
1885,0,68,1
1886,1,62,1
1887,0,68,1
1888,1,60,1
1889,1,66,1
1890,0,68,1
1891,1,64,1
1892,1,68,1
1893,0,61,1
1894,1,59,1
1895,0,69,1
1896,0,59,1
1897,1,61,1
1898,1,67,1
1899,0,67,1
1900,1,69,1
1901,0,68,1
1902,0,61,1
1903,1,56,1
1904,1,60,1
1905,0,64,1
1906,1,69,1
1907,1,59,1
1908,1,68,1
1909,0,69,1
1910,1,54,1
1911,0,69,1
1912,0,61,1
1913,1,57,1
1914,1,68,1
1915,0,60,2
1916,1,58,2
1917,1,68,1
1918,0,71,1
1919,0,67,1
1920,1,67,1
1921,0,64,2
1922,1,72,1
1923,0,74,2
1924,0,64,1
1925,1,63,1
1926,1,66,1
1927,1,69,1
1928,1,58,1
1929,1,69,1
1930,0,65,2
1931,1,63,1
1932,0,70,1
1933,1,64,1
1934,0,66,1
1935,1,60,1
1936,0,65,1
1937,1,68,1
1938,0,59,1
1939,1,57,1
1940,1,69,1
1941,0,68,2
1942,0,65,1
1943,1,65,1
1944,1,69,1
1945,0,69,1
1946,0,60,1
1947,1,68,1
1948,1,60,1
1949,0,60,2
1950,1,64,1
1951,0,71,1
1952,1,58,1
1953,1,59,1
1954,0,64,1
1955,0,64,1
1956,1,58,1
1957,1,66,1
1958,1,62,2
1959,0,62,1
1960,1,68,1
1961,0,70,1
1962,0,64,1
1963,1,62,1
1964,0,59,1
1965,1,56,1
1966,1,64,1
1967,1,55,1
1968,0,61,2
1969,1,59,1
1970,1,68,2
1971,0,68,1
1972,1,69,1
1973,0,62,1
1974,1,58,3
1975,0,63,2
1976,0,64,1
1977,1,62,1
1978,0,63,1
1979,1,73,1
1980,0,65,1
1981,1,61,2
1982,0,67,2
1983,1,74,1
1984,1,62,1
1985,0,58,2
1986,1,61,1
1987,0,59,1
1988,1,55,1
1989,0,52,1
1990,1,64,3
1991,0,68,1
1992,1,68,2
1993,0,64,2
1994,1,70,3
1995,1,57,3
1996,0,58,2
1997,1,65,3
1998,1,60,1
1999,0,61,1
2000,0,63,1
2001,1,59,1
2002,0,61,1
2003,1,61,1
2004,0,62,1
2005,1,56,1
2006,1,67,3
2007,1,60,1
2008,0,64,1
2009,1,55,1
2010,0,66,1
2011,1,58,2
2012,0,58,1
2013,1,68,2
2014,1,65,3
2015,1,60,1
2016,1,63,3
2017,0,65,1
2018,1,56,1
2019,0,67,1
2020,1,64,1
2021,0,67,2
2022,1,68,3
2023,0,68,3
2024,1,68,1
2025,0,73,1
2026,1,68,1
2027,0,68,2
2028,1,67,3
2029,0,65,2
2030,0,63,1
2031,1,55,1
2032,1,69,2
2033,1,62,1
2034,0,65,1
2035,0,58,1
2036,1,54,1
2037,1,72,1
2038,1,68,2
2039,0,68,1
2040,0,60,2
2041,1,53,1
2042,1,58,1
2043,0,55,1
2044,0,60,2
2045,0,59,1
2046,1,55,1
2047,1,68,1
2048,0,68,1
2049,0,63,2
2050,1,67,1
2051,0,69,2
2052,0,58,1
2053,1,56,1
2054,0,65,2
2055,1,73,2
2056,1,60,1
2057,0,61,1
2058,1,68,1
2059,0,71,2
2060,1,65,1
2061,0,64,1
2062,1,63,1
2063,0,64,1
2064,0,60,2
2065,1,57,2
2066,0,60,1
2067,1,59,1
2068,1,65,2
2069,1,67,3
2070,0,65,1
2071,1,63,1
2072,0,63,3
2073,1,70,1
2074,0,61,1
2075,0,68,1
2076,1,65,1
2077,1,67,1
2078,0,66,3
2079,0,65,2
2080,1,64,2
2081,1,59,1
2082,0,69,1
2083,0,61,1
2084,1,61,1
2085,1,69,1
2086,1,58,1
2087,0,65,1
2088,1,53,1
2089,0,64,1
2090,1,59,1
2091,0,68,1
2092,1,58,1
2093,1,59,1
2094,0,61,1
2095,1,58,1
2096,1,59,1
2097,0,75,3
2098,1,66,1
2099,0,69,2
2100,1,61,1
2101,0,73,1
2102,0,68,1
2103,1,57,1
2104,1,63,1
2105,0,80,1
2106,1,66,1
2107,0,67,1
2108,0,63,1
2109,1,64,1
2110,0,65,2
2111,1,72,2
2112,1,65,1
2113,0,68,1
2114,0,61,1
2115,1,58,1
2116,1,63,2
2117,0,62,1
2118,1,62,1
2119,0,67,1
2120,1,61,2
2121,0,62,1
2122,1,64,1
2123,0,66,1
2124,1,63,1
2125,0,65,1
2126,1,55,1
2127,1,69,1
2128,0,76,2
2129,1,59,1
2130,0,52,1
2131,0,59,1
2132,1,66,1
2133,0,60,1
2134,1,53,1
2135,0,58,1
2136,1,53,1
2137,1,59,1
2138,0,57,1
2139,0,58,1
2140,1,68,1
2141,1,62,2
2142,0,57,1
2143,0,60,1
2144,1,55,1
2145,0,60,1
2146,0,60,1
2147,1,62,2
2148,0,65,1
2149,1,61,1
2150,0,61,1
2151,1,55,1
2152,1,65,3
2153,0,61,1
2154,1,56,1
2155,0,61,2
2156,0,59,3
2157,0,69,1
2158,1,61,1
2159,1,63,1
2160,0,69,1
2161,1,65,2
2162,0,64,1
2163,1,71,3
2164,1,68,1
2165,0,58,2
2166,0,59,1
2167,1,52,2
2168,1,61,2
2169,0,59,2
2170,1,52,1
2171,1,64,2
2172,0,66,2
2173,1,61,1
2174,0,64,2
2175,0,68,2
2176,1,64,1
2177,1,58,1
2178,1,65,1
2179,0,71,1
2180,1,62,1
2181,0,61,1
2182,0,67,1
2183,1,51,1
2184,1,68,1
2185,0,60,1
2186,1,55,1
2187,1,61,1
2188,0,62,1
2189,1,61,1
2190,1,65,1
2191,0,64,1
2192,1,57,1
2193,0,64,1
2194,1,54,1
2195,0,63,1
2196,1,59,1
2197,0,63,1
2198,1,55,1
2199,1,59,1
2200,0,68,1
2201,1,70,1
2202,1,65,1
2203,0,57,1
2204,1,59,1
2205,1,61,1
2206,0,61,1
2207,0,68,1
2208,1,63,1
2209,1,58,1
2210,0,64,1
2211,0,62,1
2212,1,56,1
2213,0,62,2
2214,1,61,3
2215,0,68,2
2216,1,63,1
2217,1,62,1
2218,0,66,2
2219,0,61,2
2220,1,78,2
2221,0,63,1
2222,1,60,1
2223,0,64,2
2224,1,59,1
2225,0,62,1
2226,1,67,1
2227,0,66,1
2228,1,65,2
2229,0,72,1
2230,1,64,1
2231,0,69,1
2232,1,57,1
2233,0,73,1
2234,0,61,1
2235,1,56,1
2236,0,62,1
2237,1,56,1
2238,1,61,1
2239,1,59,1
2240,0,59,1
2241,1,60,1
2242,0,60,1
2243,1,65,1
2244,0,76,2
2245,0,65,3
2246,1,67,1
2247,0,67,1
2248,1,77,1
2249,0,71,1
2250,0,59,2
2251,1,62,1
2252,0,65,1
2253,1,69,1
2254,1,65,1
2255,1,66,1
2256,0,71,1
2257,1,66,1
2258,0,74,2
2259,0,64,1
2260,0,58,1
2261,1,57,1
2262,0,64,1
2263,1,53,1
2264,0,63,1
2265,1,64,1
2266,0,64,1
2267,1,62,1
2268,1,65,1
2269,0,76,1
2270,1,68,1
2271,0,66,1
2272,1,62,1
2273,0,59,1
2274,1,57,1
2275,1,69,1
2276,1,63,1
2277,0,53,1
2278,0,67,1
2279,1,57,1
2280,0,59,1
2281,1,64,1
2282,0,69,2
2283,1,66,1
2284,1,64,1
2285,0,72,1
2286,1,59,1
2287,0,62,1
2288,0,61,1
2289,0,67,1
2290,1,56,1
2291,0,65,1
2292,1,63,1
2293,1,66,1
2294,0,70,3
2295,0,60,1
2296,1,62,2
2297,1,68,1
2298,0,63,1
2299,1,63,1
2300,0,63,1
2301,1,57,3
2302,0,58,1
2303,1,52,1
2304,0,68,1
2305,1,65,1
2306,1,65,1
2307,0,67,2
2308,1,59,1
2309,0,60,1
2310,0,74,2
2311,1,62,1
2312,0,73,1
2313,0,59,1
2314,0,64,1
2315,1,64,1
2316,0,67,1
2317,1,66,1
2318,0,67,1
2319,0,61,2
2320,0,63,1
2321,1,57,1
2322,1,70,1
2323,0,59,1
2324,1,68,3
2325,1,66,2
2326,0,61,1
2327,1,68,1
2328,0,69,1
2329,1,60,1
2330,1,64,2
2331,1,64,1
2332,1,65,1
2333,0,72,3
2334,1,60,2
2335,1,67,1
2336,0,68,3
2337,1,62,1
2338,0,68,1
2339,1,60,1
2340,0,63,1
2341,1,64,1
2342,1,58,1
2343,0,52,1
2344,0,60,1
2345,1,61,1
2346,1,60,1
2347,1,68,1
2348,0,72,2
2349,1,59,1
2350,1,68,1
2351,0,72,3
2352,1,62,1
2353,0,69,1
2354,0,60,3
2355,1,57,1
2356,1,65,2
2357,0,64,2
2358,1,55,1
2359,1,64,1
2360,0,62,1
2361,1,55,1
2362,0,62,1
2363,1,58,1
2364,1,58,1
2365,0,75,2
2366,0,59,1
2367,1,54,1
2368,0,64,1
2369,1,57,1
2370,0,60,1
2371,0,62,1
2372,0,67,1
2373,1,63,1
2374,0,60,1
2375,1,56,2
2376,1,66,1
2377,0,86,3
2378,1,60,1
2379,0,74,2
2380,1,68,1
2381,0,60,1
2382,1,59,1
2383,1,64,1
2384,1,66,2
2385,1,65,2
2386,1,63,1
2387,1,58,1
2388,1,66,1
2389,1,66,1
2390,0,78,2
2391,1,61,1
2392,0,74,2
2393,1,60,1
2394,1,61,1
2395,0,63,2
2396,1,66,2
2397,0,64,1
2398,1,56,1
2399,1,62,1
2400,1,67,1
2401,0,75,1
2402,1,58,1
2403,1,66,2
2404,0,68,1
2405,0,60,1
2406,1,54,1
2407,1,62,2
2408,1,65,1
2409,0,66,1
2410,0,66,1
2411,1,59,1
2412,1,66,1
2413,0,71,1
2414,0,66,2
2415,1,69,1
2416,0,70,2
2417,1,67,1
2418,0,71,1
2419,1,74,1
2420,1,67,2
2421,0,67,1
2422,0,58,1
2423,0,65,2
2424,0,58,2
2425,1,52,1
2426,1,58,1
2427,0,66,1
2428,1,58,1
2429,1,59,1
2430,0,66,1
2431,0,61,1
2432,1,65,1
2433,0,59,1
2434,1,70,1
2435,1,68,1
2436,0,69,1
2437,1,58,1
2438,0,67,1
2439,1,64,1
2440,1,60,1
2441,0,59,1
2442,1,59,1
2443,0,67,1
2444,0,66,1
2445,0,60,1
2446,1,63,2
2447,0,72,1
2448,0,62,1
2449,1,64,1
2450,0,64,1
2451,1,55,2
2452,1,67,1
2453,0,68,1
2454,1,68,2
2455,1,68,2
2456,0,69,1
2457,0,62,1
2458,1,60,1
2459,1,64,1
2460,1,67,1
2461,0,75,1
2462,0,61,1
2463,1,59,1
2464,1,59,1
2465,0,66,1
2466,1,59,1
2467,0,66,1
2468,1,66,1
2469,0,62,1
2470,1,61,1
2471,0,60,1
2472,1,53,1
2473,1,65,2
2474,0,74,2
2475,1,65,1
2476,0,63,2
2477,0,60,1
2478,1,66,1
2479,0,60,1
2480,0,67,1
2481,1,58,1
2482,0,68,1
2483,1,62,1
2484,0,62,1
2485,1,52,1
2486,0,68,1
2487,0,62,1
2488,0,64,1
2489,1,52,1
2490,0,65,1
2491,1,55,3
2492,1,59,1
2493,1,59,1
2494,1,62,1
2495,0,68,1
2496,1,68,1
2497,0,64,1
2498,1,58,1
2499,1,65,1
2500,1,59,1
2501,0,66,1
2502,1,68,1
2503,0,60,1
2504,1,81,1
2505,1,62,1
2506,1,60,1
2507,0,66,1
2508,1,60,1
2509,0,62,1
2510,1,65,1
2511,0,68,1
2512,1,66,1
2513,0,63,1
2514,1,54,1
2515,0,59,1
2516,1,56,1
2517,1,61,1
2518,0,73,1
2519,0,71,1
2520,0,64,1
2521,1,62,1
2522,1,66,1
2523,0,70,1
2524,1,61,1
2525,1,58,1
2526,0,63,2
2527,1,64,1
2528,0,76,2
2529,1,59,1
2530,0,66,1
2531,1,56,1
2532,1,60,2
2533,0,75,1
2534,0,60,1
2535,1,58,1
2536,0,65,1
2537,0,61,1
2538,0,62,1
2539,1,59,1
2540,1,57,1
2541,1,66,1
2542,0,76,3
2543,1,61,1
2544,0,66,1
2545,1,60,1
2546,1,59,1
2547,1,64,1
2548,0,59,1
2549,1,66,1
2550,0,73,1
2551,0,62,1
2552,1,61,1
2553,0,67,1
2554,1,56,1
2555,1,67,2
2556,0,76,2
2557,1,62,1
2558,0,68,1
2559,1,67,1
2560,1,66,1
2561,0,58,1
2562,1,57,1
2563,1,53,1
2564,1,63,1
2565,0,72,1
2566,1,60,1
2567,0,63,1
2568,0,62,1
2569,1,63,1
2570,1,63,1
2571,0,72,1
2572,1,59,1
2573,1,62,1
2574,0,62,1
2575,1,56,1
2576,0,59,1
2577,1,56,1
2578,1,57,1
2579,1,61,1
2580,1,67,1
2581,1,61,2
2582,0,63,3
2583,1,66,2
2584,1,61,1
2585,1,58,1
2586,0,58,1
2587,1,65,1
2588,1,61,1
2589,0,70,1
2590,1,59,1
2591,0,59,1
2592,0,58,1
2593,0,62,2
2594,1,65,1
2595,0,81,1
2596,1,67,1
2597,0,53,1
2598,0,68,1
2599,1,64,2
2600,1,68,1
2601,0,73,2
2602,1,64,1
2603,1,66,1
2604,0,69,1
2605,1,64,1
2606,0,65,1
2607,1,61,1
2608,0,66,1
2609,1,64,1
2610,0,68,1
2611,1,65,1
2612,1,62,1
2613,0,62,1
2614,1,63,1
2615,0,62,1
2616,1,58,1
2617,0,59,1
2618,1,62,1
2619,0,60,1
2620,1,58,1
2621,0,61,1
2622,1,61,1
2623,0,65,2
2624,1,57,1
2625,0,65,1
2626,1,59,1
2627,1,65,1
2628,1,61,1
2629,0,71,1
2630,0,60,1
2631,1,58,1
2632,0,63,1
2633,1,60,1
2634,0,58,1
2635,1,55,1
2636,1,65,1
2637,1,63,2
2638,0,63,1
2639,1,62,1
2640,0,61,1
2641,0,66,1
2642,1,52,1
2643,0,67,1
2644,1,69,1
2645,0,61,1
2646,1,57,1
2647,0,67,1
2648,1,52,1
2649,1,67,1
2650,1,62,1
2651,1,59,1
2652,1,59,1
2653,0,66,1
2654,0,61,1
2655,1,57,1
2656,0,68,1
2657,0,68,1
2658,1,65,1
2659,1,64,2
2660,1,62,3
2661,1,67,1
2662,0,74,1
2663,1,68,1
2664,0,59,1
2665,1,53,1
2666,1,67,1
2667,0,72,1
2668,0,58,1
2669,1,53,1
2670,1,67,1
2671,0,73,1
2672,1,60,2
2673,1,62,1
2674,1,66,1
2675,0,65,1
2676,1,58,2
2677,1,58,1
2678,0,57,1
2679,0,68,1
2680,1,68,1
2681,0,59,1
2682,1,55,1
2683,0,66,1
2684,1,62,1
2685,1,66,1
2686,0,60,1
2687,0,59,1
2688,1,57,1
2689,1,58,1
2690,0,63,1
2691,1,69,1
2692,0,58,1
2693,1,64,1
2694,0,71,1
2695,0,59,1
2696,1,59,1
2697,1,60,1
2698,1,61,1
2699,0,57,1
2700,1,61,1
2701,0,61,1
2702,1,60,1
2703,1,69,1
2704,0,75,2
2705,1,60,1
2706,1,63,1
2707,0,66,1
2708,1,58,1
2709,0,61,1
2710,1,66,1
2711,0,63,1
2712,1,60,1
2713,1,63,1
2714,0,69,1
2715,1,66,1
2716,0,66,3
2717,0,61,1
2718,1,63,1
2719,1,65,1
2720,0,70,1
2721,0,58,1
2722,1,55,1
2723,1,59,1
2724,0,70,1
2725,0,61,1
2726,1,61,1
2727,1,66,1
2728,0,64,2
2729,0,58,1
2730,1,53,1
2731,1,68,1
2732,0,62,1
2733,1,64,1
2734,0,65,1
2735,0,67,2
2736,1,59,1
2737,0,72,2
2738,1,65,1
2739,0,67,1
2740,0,65,2
2741,1,64,1
2742,0,62,1
2743,1,54,1
2744,1,59,1
2745,0,63,2
2746,1,64,1
2747,1,65,1
2748,0,67,1
2749,1,58,1
2750,0,60,1
2751,1,68,3
2752,0,64,1
2753,1,68,1
2754,0,62,1
2755,1,60,1
2756,0,61,2
2757,1,63,1
2758,0,67,3
2759,0,70,2
2760,1,59,1
2761,1,53,1
2762,0,65,2
2763,1,65,1
2764,1,63,1
2765,0,69,1
2766,1,65,1
2767,0,71,1
2768,0,59,1
2769,1,62,1
2770,0,68,1
2771,0,63,1
2772,1,53,1
2773,0,60,1
2774,1,56,1
2775,0,65,2
2776,1,58,1
2777,1,61,1
2778,0,72,1
2779,1,61,1
2780,0,63,1
2781,0,63,1
2782,1,58,1
2783,0,58,1
2784,1,57,1
2785,0,66,1
2786,1,65,1
2787,1,65,1
2788,0,57,1
2789,1,68,1
2790,1,60,1
2791,1,62,1
2792,0,70,1
2793,1,61,1
2794,0,73,1
2795,1,63,1
2796,0,65,1
2797,1,67,1
2798,0,67,1
2799,1,65,1
2800,1,69,1
2801,1,62,1
2802,1,64,3
2803,0,66,1
2804,1,61,1
2805,1,66,1
2806,0,66,1
2807,1,62,1
2808,0,59,1
2809,1,57,1
2810,1,58,1
2811,0,64,1
2812,1,59,2
2813,0,59,1
2814,0,63,1
2815,0,59,1
2816,1,56,1
2817,1,66,1
2818,0,71,1
2819,1,57,1
2820,0,61,1
2821,1,58,1
2822,0,67,2
2823,1,71,1
2824,0,62,1
2825,1,55,1
2826,1,58,1
2827,0,59,1
2828,1,56,1
2829,1,64,1
2830,0,60,1
2831,1,67,1
2832,0,81,1
2833,0,67,1
2834,1,67,1
2835,1,60,1
2836,0,53,1
2837,1,68,1
2838,1,62,1
2839,1,60,1
2840,1,59,1
2841,1,63,1
2842,0,64,1
2843,0,59,1
2844,0,61,1
2845,1,58,1
2846,1,67,1
2847,0,68,1
2848,0,60,1
2849,1,54,1
2850,0,67,1
2851,1,59,1
2852,0,69,1
2853,1,71,1
2854,1,63,1
2855,0,61,2
2856,0,61,2
2857,1,57,1
2858,0,69,1
2859,1,68,1
2860,0,63,2
2861,0,60,1
2862,1,59,1
2863,0,66,1
2864,1,61,2
2865,0,67,2
2866,1,62,1
2867,1,67,1
2868,1,59,1
2869,0,57,1
2870,1,68,1
2871,0,71,1
2872,0,59,1
2873,0,61,1
2874,1,59,1
2875,0,67,1
2876,0,64,1
2877,1,65,1
2878,0,59,1
2879,0,62,1
2880,1,59,1
2881,1,64,2
2882,0,65,1
2883,0,66,1
2884,1,61,1
2885,0,64,1
2886,1,63,1
2887,1,66,1
2888,0,71,1
2889,1,59,1
2890,0,71,2
2891,1,57,1
2892,1,67,1
2893,0,70,1
2894,0,67,1
2895,0,63,1
2896,0,68,1
2897,1,61,1
2898,0,62,1
2899,1,59,1
2900,0,59,1
2901,0,62,1
2902,1,60,1
2903,0,72,1
2904,0,58,1
2905,0,65,1
2906,1,65,1
2907,0,70,1
2908,0,60,1
2909,1,58,1
2910,0,59,1
2911,1,54,1
2912,1,67,1
2913,1,66,1
2914,0,68,1
2915,1,68,2
2916,1,62,1
2917,0,59,1
2918,0,68,1
2919,1,60,1
2920,1,68,1
2921,1,64,1
2922,1,68,1
2923,1,61,1
2924,0,61,1
2925,1,60,1
2926,1,61,1
2927,0,69,1
2928,0,68,1
2929,1,67,1
2930,1,65,1
2931,0,69,1
2932,1,65,1
2933,0,65,1
2934,1,55,1
2935,1,61,1
2936,0,65,1
2937,0,68,1
2938,1,56,1
2939,0,59,1
2940,0,63,1
2941,1,59,1
2942,0,63,1
2943,1,63,1
2944,0,61,1
2945,1,66,1
2946,0,63,1
2947,1,67,2
2948,0,68,1
2949,1,65,1
2950,0,58,1
2951,1,57,2
2952,1,63,1
2953,0,63,1
2954,1,62,2
2955,0,67,1
2956,1,67,1
2957,0,60,1
2958,1,52,1
2959,0,59,1
2960,1,59,1
2961,0,60,1
2962,1,61,1
2963,0,65,1
2964,1,55,1
2965,0,62,2
2966,1,53,1
2967,1,62,1
2968,1,58,1
2969,0,63,1
2970,1,57,1
2971,1,67,1
2972,0,59,1
2973,1,58,1
2974,0,65,1
2975,1,61,1
2976,0,54,1
2977,0,59,1
2978,0,68,1
2979,1,64,1
2980,0,66,1
2981,0,59,1
2982,1,56,1
2983,0,65,1
2984,0,62,1
2985,1,54,1
2986,0,58,1
2987,1,67,1
2988,0,74,1
2989,0,60,1
2990,0,63,1
2991,1,62,1
2992,0,61,1
2993,1,65,1
2994,0,59,1
2995,1,59,1
2996,0,58,1
2997,1,59,1
2998,0,68,1
2999,0,64,1
3000,1,55,1
3001,0,62,1
3002,1,59,1
3003,1,64,1
3004,0,69,1
3005,1,65,1
3006,0,64,1
3007,1,62,1
3008,0,64,1
3009,1,67,1
3010,0,67,2
3011,0,67,1
3012,1,66,1
3013,1,68,1
3014,0,70,1
3015,1,64,1
3016,1,67,1
3017,0,74,1
3018,0,66,1
3019,1,63,1
3020,1,68,1
3021,0,67,1
3022,0,58,1
3023,1,54,1
3024,1,65,1
3025,1,71,1
3026,0,82,1
3027,1,61,1
3028,0,63,1
3029,1,60,1
3030,0,61,1
3031,1,54,1
3032,1,68,1
3033,0,69,1
3034,0,68,1
3035,1,67,1
3036,1,65,1
3037,0,71,1
3038,0,63,1
3039,1,62,1
3040,1,59,1
3041,1,61,1
3042,0,62,2
3043,1,72,1
3044,1,62,1
3045,0,70,2
3046,0,60,1
3047,0,62,2
3048,1,59,1
3049,0,70,2
3050,1,72,2
3051,0,68,1
3052,1,61,1
3053,0,63,1
3054,1,58,1
3055,0,60,1
3056,1,63,1
3057,0,68,1
3058,1,66,1
3059,1,63,1
3060,1,67,1
3061,0,62,1
3062,1,58,1
3063,1,58,1
3064,0,58,1
3065,1,53,1
3066,1,64,1
3067,1,64,1
3068,0,60,1
3069,0,65,1
3070,1,57,1
3071,0,63,1
3072,0,61,1
3073,1,59,1
3074,0,68,1
3075,0,63,1
3076,1,61,1
3077,0,60,1
3078,1,56,1
3079,0,67,1
3080,1,67,1
3081,0,64,1
3082,1,61,1
3083,0,65,1
3084,1,58,1
3085,0,58,1
3086,1,57,1
3087,0,67,2
3088,1,64,2
3089,0,67,1
3090,0,62,1
3091,1,58,1
3092,0,68,1
3093,1,67,1
3094,0,68,1
3095,1,68,1
3096,1,70,1
3097,0,74,1
3098,1,65,1
3099,0,81,1
3100,1,64,1
3101,0,65,1
3102,1,64,1
3103,0,60,2
3104,1,56,1
3105,1,62,1
3106,1,68,1
3107,0,69,1
3108,1,62,2
3109,1,67,1
3110,0,69,1
3111,0,68,1
3112,1,68,1
3113,1,68,1
3114,0,72,2
3115,1,61,2
3116,0,67,1
3117,1,65,1
3118,1,67,1
3119,0,72,1
3120,0,60,1
3121,1,56,1
3122,1,61,1
3123,1,63,1
3124,0,68,2
3125,1,61,2
3126,1,60,1
3127,0,63,1
3128,0,59,1
3129,1,60,2
3130,0,61,1
3131,0,68,1
3132,1,66,2
3133,1,67,1
3134,0,72,1
3135,1,66,1
3136,0,71,1
3137,1,79,1
3138,0,68,1
3139,1,60,1
3140,0,65,1
3141,1,63,1
3142,0,68,1
3143,0,59,1
3144,1,56,1
3145,0,60,1
3146,1,66,1
3147,0,71,1
3148,1,68,2
3149,0,59,1
3150,1,57,1
3151,1,60,1
3152,1,58,1
3153,1,68,3
3154,0,72,1
3155,1,63,1
3156,0,64,1
3157,1,68,1
3158,0,72,1
3159,1,58,2
3160,1,70,1
3161,1,65,2
3162,0,69,1
3163,1,52,1
3164,0,69,1
3165,1,68,1
3166,0,61,1
3167,0,67,1
3168,1,66,2
3169,0,69,1
3170,1,72,1
3171,1,64,1
3172,0,68,1
3173,1,58,1
3174,0,59,1
3175,1,68,3
3176,1,58,1
3177,0,61,1
3178,1,66,1
3179,0,70,2
3180,0,58,1
3181,1,55,1
3182,0,61,1
3183,1,57,1
3184,0,65,1
3185,1,74,2
3186,1,60,1
3187,0,58,1
3188,1,67,1
3189,0,63,1
3190,0,64,1
3191,1,53,1
3192,0,64,1
3193,1,62,1
3194,1,67,1
3195,0,74,1
3196,0,66,1
3197,1,68,1
3198,1,62,1
3199,0,72,1
3200,0,68,1
3201,1,58,1
3202,0,67,1
3203,1,66,1
3204,0,61,2
3205,1,57,1
3206,1,66,1
3207,0,66,2
3208,1,60,1
3209,0,59,1
3210,1,52,1
3211,1,67,1
3212,0,70,1
3213,0,68,1
3214,1,63,1
3215,0,68,1
3216,1,64,1
3217,1,58,1
3218,0,61,1
